region_group,micro_area,topology,price_ksh,sq_ft,borehole,parking,security,content_hash
Westlands,Lower Kabete,Apartment,20000,0,0,0,0,"3+ years on Jiji  KSh 20,000 per month 1bdrm Apartment in Mwimuto, Lower Kabete for rent - Located 3 kms to Wangige, 30 min (11 Kms) to Westlands, 45 "
Westlands,Lower Kabete,Apartment,20000,0,0,0,0,"KSh 20,000 per month 1bdrm Apartment in Mwimuto, Lower Kabete for rent - Located 3 kms to Wangige, 30 min (11 Kms) to Westlands, 45 mins (15 Kms) to C"
Westlands,Lower Kabete,Apartment,20000,0,0,0,0,"KSh 20,000 per month 1bdrm Apartment in Mwimuto, Lower Kabete for rent"
Westlands,Lower Kabete,Apartment,110000,0,0,0,0,"Verified ID   5+ years on Jiji  VIP GOLD KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent 2 Bedroom Apartments – Br"
Westlands,Lower Kabete,Apartment,110000,0,0,0,0,"KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent 2 Bedroom Apartments – Brookside, Westlands
This spacious 2-bedroo"
Westlands,Lower Kabete,Apartment,110000,0,0,0,0,"KSh 110,000 per month Furnished 2bdrm Apartment in Brookside, Lower Kabete for rent"
Westlands,Lower Kabete,Apartment,90000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 90,000 per month 2bdrm Apartment in Westlands, Lower Kabete for rent 2-Bedroom Apartment for Rent – Westlands,
 Pr"
Westlands,Lower Kabete,Apartment,90000,0,0,0,0,"KSh 90,000 per month 2bdrm Apartment in Westlands, Lower Kabete for rent 2-Bedroom Apartment for Rent – Westlands,
 Property Features:
Spacious open-p"
Westlands,Lower Kabete,Apartment,90000,0,0,0,0,"KSh 90,000 per month 2bdrm Apartment in Westlands, Lower Kabete for rent"
Westlands,Lower Kabete,Apartment,40000,0,0,0,0,"5+ years on Jiji  KSh 40,000 per month 2bdrm Apartment in 2 Bedroom Western, Lower Kabete for rent Newly Built 2 Bedroom Master Ensuite Apartment Loca"
Westlands,Lower Kabete,Apartment,40000,0,0,0,0,"KSh 40,000 per month 2bdrm Apartment in 2 Bedroom Western, Lower Kabete for rent Newly Built 2 Bedroom Master Ensuite Apartment Located in Lower Kabet"
Westlands,Lower Kabete,Apartment,40000,0,0,0,0,"KSh 40,000 per month 2bdrm Apartment in 2 Bedroom Western, Lower Kabete for rent"
Westlands,Kitisuru,Mansionette,43000,0,0,0,0,Search in Houses & Apartments For Rent Sell faster Buy smarter Sign in Registration Sell Jiji Property in Kitisuru 26 results for  Houses & Apartments
Westlands,Kitisuru,Mansionette,43000,0,0,0,0,Jiji Property in Kitisuru 26 results for  Houses & Apartments For Rent   in Kitisuru Categories Property New Builds  | 1 Houses & Apartments For Rent 
Westlands,Kitisuru,Mansionette,43000,0,0,0,0,Categories Property New Builds  | 1 Houses & Apartments For Rent  | 26 Houses & Apartments For Sale  | 21 Short Let  | 2 Show all 9 Location Kitisuru 
Westlands,Kitisuru,Mansionette,43000,0,0,0,0,Houses & Apartments For Rent in Kitisuru Apartment House Mansion Townhouse / Terrace Bungalow Condo Duplex Kitisuru  Sort by:   Recommended  Verified 
Westlands,Kitisuru,Mansionette,43000,0,0,0,0,"Verified ID  KSh 43,000 per month 1bdrm Apartment in Kirawa Road, for rent Unfurnished One Bedroom Duplex to Rent in the Leafy Suburbs of Kitisuru
17 "
Westlands,Kitisuru,Apartment,43000,0,0,0,0,"KSh 43,000 per month 1bdrm Apartment in Kirawa Road, for rent Unfurnished One Bedroom Duplex to Rent in the Leafy Suburbs of Kitisuru
17 Sky Garden in"
Westlands,Kitisuru,Apartment,43000,0,0,0,0,"KSh 43,000 per month 1bdrm Apartment in Kirawa Road, for rent"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"5+ years on Jiji   Quick reply  DIAMOND KSh 400,000 per month 4bdrm House in Kitisuru for rent TO LET – KES 400,000 | Kitisuru
Contemporary and elegan"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"KSh 400,000 per month 4bdrm House in Kitisuru for rent TO LET – KES 400,000 | Kitisuru
Contemporary and elegant 4-bedroom single-family home located i"
Westlands,Kitisuru,Apartment,65000,0,0,0,0,"Verified ID  KSh 65,000 per month 2bdrm Apartment in Kitisuru for rent 2 Bedroom Apartment for Rent – 17 , Kirawa Road 
Modern 2-bedroom apartment in "
Westlands,Kitisuru,Apartment,65000,0,0,0,0,"KSh 65,000 per month 2bdrm Apartment in Kitisuru for rent 2 Bedroom Apartment for Rent – 17 , Kirawa Road 
Modern 2-bedroom apartment in 17 , located "
Westlands,Kitisuru,Townhouse,400000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 400,000 per month 5bdrm Townhouse / Terrace in Kitisuru for rent Experience a lush and comfort living in p"
Westlands,Kitisuru,Townhouse,400000,0,0,0,0,"KSh 400,000 per month 5bdrm Townhouse / Terrace in Kitisuru for rent Experience a lush and comfort living in prime Kitisuru approximately 1km from ISK"
Westlands,Kitisuru,Townhouse,400000,0,0,0,0,"KSh 400,000 per month 5bdrm Townhouse / Terrace in Kitisuru for rent"
Westlands,Kitisuru,Apartment,80000,0,0,0,0,"KSh 80,000 per month 2bdrm Apartment in Kitisuru for rent Modern 2 & 3 bedroom apartments to let in New Kitisuru, Nairobi located in a quiet, secure, "
Westlands,Kitisuru,Apartment,50000,0,0,0,0,"5+ years on Jiji  KSh 50,000 per month 3bdrm Apartment in Kitisuru for rent Brand New. Master Ensuite. Separate Bathroom and Toilet. Dhobi area. Lift "
Westlands,Kitisuru,Apartment,50000,0,0,0,0,"KSh 50,000 per month 3bdrm Apartment in Kitisuru for rent Brand New. Master Ensuite. Separate Bathroom and Toilet. Dhobi area. Lift Kitisuru"
Westlands,Kitisuru,Apartment,416000,0,0,0,0,"Verified ID  KSh 416,000 per month 5bdrm House in Kitisuru for rent Kitisuru | 5-Bedroom House Near ISK
Tastefully designed 5-bedroom home in a secure"
Westlands,Kitisuru,Apartment,416000,0,0,0,0,"KSh 416,000 per month 5bdrm House in Kitisuru for rent Kitisuru | 5-Bedroom House Near ISK
Tastefully designed 5-bedroom home in a secure gated commun"
Westlands,Kitisuru,Townhouse,45000,0,0,0,0,"Verified ID  KSh 45,000 per month 2bdrm Apartment in Kitisuru Estate for rent 2 Bedrooms, Kitisuru, Mwimuto. 45,000 Kitisuru KSh 330,000 per month 5bd"
Westlands,Kitisuru,Apartment,45000,0,0,0,0,"Verified ID  KSh 45,000 per month 2bdrm Apartment in Kitisuru Estate for rent 2 Bedrooms, Kitisuru, Mwimuto. 45,000 Kitisuru"
Westlands,Kitisuru,Apartment,45000,0,0,0,0,"KSh 45,000 per month 2bdrm Apartment in Kitisuru Estate for rent 2 Bedrooms, Kitisuru, Mwimuto. 45,000 Kitisuru"
Westlands,Kitisuru,Apartment,45000,0,0,0,0,"KSh 45,000 per month 2bdrm Apartment in Kitisuru Estate for rent"
Westlands,Kitisuru,Apartment,330000,0,0,0,0,"KSh 330,000 per month 5bdrm House in Kitsuru, Kitisuru for rent 5 bedrooms all ensuite with 2 dsq and heated swimming pool close to all ammeties such "
Westlands,Kitisuru,Apartment,330000,0,0,0,0,"KSh 330,000 per month 5bdrm House in Kitsuru, Kitisuru for rent"
Westlands,Kitisuru,Apartment,520000,0,0,0,0,"Verified ID  DIAMOND KSh 520,000 per month 4bdrm Condo in Kitisuru for rent Peponi Road | 4-Bedroom Apartment + DSQ for Rent
Rent: USD 4,000
Karura–Si"
Westlands,Kitisuru,Apartment,520000,0,0,0,0,"KSh 520,000 per month 4bdrm Condo in Kitisuru for rent Peponi Road | 4-Bedroom Apartment + DSQ for Rent
Rent: USD 4,000
Karura–Sigiria Forest, this el"
Westlands,Kitisuru,Townhouse,400000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 400,000 per month 4bdrm Townhouse / Terrace in Kitisuru for rent Experience a lush and comfort living in p"
Westlands,Kitisuru,Townhouse,400000,0,0,0,0,"KSh 400,000 per month 4bdrm Townhouse / Terrace in Kitisuru for rent Experience a lush and comfort living in prime Kitisuru approximately 1km from ISK"
Westlands,Kitisuru,Townhouse,400000,0,0,0,0,"KSh 400,000 per month 4bdrm Townhouse / Terrace in Kitisuru for rent"
Westlands,Kitisuru,Townhouse,420000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 420,000 per month 4bdrm House in Kitisuru West for rent A 4-bedroom townhouse with en-suite bathrooms i"
Westlands,Kitisuru,Townhouse,420000,0,0,0,0,"KSh 420,000 per month 4bdrm House in Kitisuru West for rent A 4-bedroom townhouse with en-suite bathrooms is available for rent in a gated community i"
Westlands,Kitisuru,Apartment,100000,0,0,0,0,"5+ years on Jiji  KSh 100,000 per month 3bdrm Apartment in Amani Gardens, Kitisuru for rent Newly built 2 and 3 bedroom apartment for sale and to let "
Westlands,Kitisuru,Apartment,100000,0,0,0,0,"KSh 100,000 per month 3bdrm Apartment in Amani Gardens, Kitisuru for rent Newly built 2 and 3 bedroom apartment for sale and to let in New Kitisuru al"
Westlands,Kitisuru,Apartment,100000,0,0,0,0,"KSh 100,000 per month 3bdrm Apartment in Amani Gardens, Kitisuru for rent"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"KSh 400,000 per month 5bdrm House in Kitisuru for rent 5 Bedroom House for Rent in Kitisuru – Ksh 400,000 per Month
Spacious and elegant 5-bedroom ho"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"5 Bedroom House for Rent in Kitisuru – Ksh 400,000 per Month
Spacious and elegant 5-bedroom house... Kitisuru"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"5 Bedroom House for Rent in Kitisuru – Ksh 400,000 per Month
Spacious and elegant 5-bedroom house..."
Westlands,Kitisuru,Apartment,42000,0,0,0,0,"KSh 42,000 per month 2bdrm Duplex in Loresho, Kitisuru for rent LORESHO; 2 bedroom guesthouse with spacious living room, kitchen,bathroom cum toilet w"
Westlands,Kitisuru,Mansionette,33000,0,0,0,0,"Verified ID  VIP GOLD KSh 33,000 per month 1bdrm Apartment in Kitisuru for rent 17 Sky Garden – Modern Rentals in the Heart of Kitisuru 
 Located Off "
Westlands,Kitisuru,Apartment,33000,0,0,0,0,"KSh 33,000 per month 1bdrm Apartment in Kitisuru for rent 17 Sky Garden – Modern Rentals in the Heart of Kitisuru 
 Located Off Kirawa Road, Just Minu"
Westlands,Kitisuru,Apartment,520000,0,0,0,0,"Verified ID  KSh 520,000 per month 4bdrm Apartment in Off Peponi Road, Kitisuru for rent Peponi Road | 4-Bedroom Apartment + DSQ for Rent
Rent: USD 4,"
Westlands,Kitisuru,Apartment,520000,0,0,0,0,"KSh 520,000 per month 4bdrm Apartment in Off Peponi Road, Kitisuru for rent Peponi Road | 4-Bedroom Apartment + DSQ for Rent
Rent: USD 4,200
Set on th"
Westlands,Kitisuru,Apartment,520000,0,0,0,0,"KSh 520,000 per month 4bdrm Apartment in Off Peponi Road, Kitisuru for rent"
Westlands,Kitisuru,Mansionette,400000,0,0,0,0,"5+ years on Jiji  KSh 400,000 per month 4bdrm Mansion in Kitisuru for rent Kitisuru 4bedroom all ensuite mansion with 2bedroom guest house,garden, sec"
Westlands,Kitisuru,Mansionette,400000,0,0,0,0,"KSh 400,000 per month 4bdrm Mansion in Kitisuru for rent Kitisuru 4bedroom all ensuite mansion with 2bedroom guest house,garden, secure, accessible,.."
Westlands,Kitisuru,Apartment,45000,0,0,0,0,"Verified ID  KSh 45,000 per month 2bdrm Apartment in Kitisuru for rent An exceptional, newly built 2 bedrooms in Lower Kabete, near Kitisuru. 
It's fa"
Westlands,Kitisuru,Apartment,45000,0,0,0,0,"KSh 45,000 per month 2bdrm Apartment in Kitisuru for rent An exceptional, newly built 2 bedrooms in Lower Kabete, near Kitisuru. 
It's family friendly"
Westlands,Kitisuru,Apartment,55000,0,0,0,0,"Verified ID  KSh 55,000 per month 1bdrm Apartment in Kitisuru for rent Modern 1 Bedroom Apartment for Rent in Kitisuru – Kirawa Road 
Welcome to 17 , "
Westlands,Kitisuru,Apartment,55000,0,0,0,0,"KSh 55,000 per month 1bdrm Apartment in Kitisuru for rent Modern 1 Bedroom Apartment for Rent in Kitisuru – Kirawa Road 
Welcome to 17 , a modern resi"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"KSh 400,000 per month 5bdrm House in Kitisuru for rent Kitisuru 5 Bedroom House for Rent – Ksh 400,000 per Month
Now available in the leafy and secur"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"Kitisuru 5 Bedroom House for Rent – Ksh 400,000 per Month
Now available in the leafy and secure... Kitisuru"
Westlands,Kitisuru,Apartment,400000,0,0,0,0,"Kitisuru 5 Bedroom House for Rent – Ksh 400,000 per Month
Now available in the leafy and secure..."
Westlands,Kitisuru,Mansionette,400000,0,0,0,0,"KSh 400,000 per month 5bdrm Mansion in Kitisuru for rent 5 BEDROOM MANSIONETTE AVAILABLE FOR RENT/SALE IN NEW KITISURU
- Has contemporary finishes.
- "
Westlands,Kitisuru,Apartment,90000,0,0,0,0,"KSh 90,000 per month 3bdrm Apartment in Kitusuru Residence, Kitisuru for rent A three bedroom apartment for rent Kitisuru"
Westlands,Kitisuru,Apartment,90000,0,0,0,0,"KSh 90,000 per month 3bdrm Apartment in Kitusuru Residence, Kitisuru for rent"
Westlands,Kitisuru,Mansionette,150000,0,0,1,1,Search in Houses & Apartments For Rent Sell faster Buy smarter Sign in Registration Sell Categories Property New Builds  | 1 Houses & Apartments For R
Westlands,Kitisuru,Mansionette,150000,0,0,1,1,"Apartment House Mansion Townhouse / Terrace Bungalow Condo Duplex Kitisuru  Sort by:   Sort KSh 150,000 per month Furnished 3bdrm Apartment in Kitisur"
Westlands,Kitisuru,Townhouse,150000,0,0,1,1,"KSh 150,000 per month Furnished 3bdrm Apartment in Kitisuru Falls for rent This luxury haven offers the perfect blend of modern comfort and natural tr"
Westlands,Kitisuru,Apartment,150000,0,0,0,0,"KSh 150,000 per month Furnished 3bdrm Apartment in Kitisuru Falls for rent"
Westlands,Kitisuru,Apartment,18000,0,0,0,0,"Verified ID   Popular  DIAMOND KSh 18,000 per month 1bdrm Apartment in Fig Tree, Ngara for rent New building studio for let8n ngara Nairobi, Ngara"
Westlands,Kitisuru,Apartment,18000,0,0,0,0,"KSh 18,000 per month 1bdrm Apartment in Fig Tree, Ngara for rent New building studio for let8n ngara Nairobi, Ngara"
Westlands,Kitisuru,Apartment,18000,0,0,0,0,"KSh 18,000 per month 1bdrm Apartment in Fig Tree, Ngara for rent"
Westlands,Kitisuru,Apartment,15000,0,0,0,0,"5+ years on Jiji  KSh 15,000 per month Studio Apartment in The 46 Residency,, Kawangware 46 for rent Welcome to The 46 Residency Apartments located ju"
Westlands,Kitisuru,Apartment,15000,0,0,0,0,"KSh 15,000 per month Studio Apartment in The 46 Residency,, Kawangware 46 for rent Welcome to The 46 Residency Apartments located just at the 46 Termi"
Westlands,Kitisuru,Apartment,15000,0,0,0,0,"KSh 15,000 per month Studio Apartment in The 46 Residency,, Kawangware 46 for rent"
Westlands,Kitisuru,Apartment,150000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 150,000 per month 4bdrm House in Karen for rent 4 Bedroom Villa For Rent in Karen
Location Kerarapon drive
Rent Ke"
Westlands,Kitisuru,Apartment,150000,0,0,0,0,"KSh 150,000 per month 4bdrm House in Karen for rent 4 Bedroom Villa For Rent in Karen
Location Kerarapon drive
Rent Kes 150,000
Four bedrooms Master.."
Westlands,Kitisuru,Bedsitter,12500,0,0,0,0,"5+ years on Jiji  KSh 12,500 per month 1bdrm Bedsitter in Utawala for rent Descriptions :
Spacious rooms 
Well lit
Modern finishes
Inbuilt cabinets an"
Westlands,Kitisuru,Bedsitter,12500,0,0,0,0,"KSh 12,500 per month 1bdrm Bedsitter in Utawala for rent Descriptions :
Spacious rooms 
Well lit
Modern finishes
Inbuilt cabinets and wardrobes 
Plent"
Westlands,Kitisuru,Apartment,20000,0,0,0,0,"Verified ID  DIAMOND KSh 20,000 per month 1bdrm House in Karen for rent One bedroom house to let at 20,000 Nairobi, Karen"
Westlands,Kitisuru,Apartment,20000,0,0,0,0,"KSh 20,000 per month 1bdrm House in Karen for rent One bedroom house to let at 20,000 Nairobi, Karen"
Westlands,Kitisuru,Apartment,90000,0,0,0,0,"5+ years on Jiji  KSh 90,000 per month 2bdrm Apartment in Adams Arcade, Kilimani for rent TO LET – KILIMANI
Beautifully and strategically located in t"
Westlands,Kitisuru,Apartment,90000,0,0,0,0,"KSh 90,000 per month 2bdrm Apartment in Adams Arcade, Kilimani for rent TO LET – KILIMANI
Beautifully and strategically located in the heart of Kilima"
Westlands,Kitisuru,Apartment,90000,0,0,0,0,"KSh 90,000 per month 2bdrm Apartment in Adams Arcade, Kilimani for rent"
Westlands,Kitisuru,Apartment,60000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent Property Overview 
* 1-Bed Luxury Apartment "
Westlands,Kitisuru,Apartment,60000,0,0,0,0,"KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent Property Overview 
* 1-Bed Luxury Apartment 
* Open plan kitchen with appliances (smoke"
Westlands,Kitisuru,Apartment,60000,0,0,0,0,"KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent"
Westlands,Kitisuru,Apartment,80000,0,0,1,1,"KSh 80,000 per month 2bdrm Apartment in Kitisuru for rent 2 bedrooms to let in Kitisuru
Ample parking
Good security
Balcony
Separate sitting area
Sepa"
Westlands,Kitisuru,Apartment,35000,0,0,0,0,"Verified ID  KSh 35,000 per month 1bdrm Apartment in Cid, South C for rent New one bedroom apartments in south c for rent with all amenities fixed up "
Westlands,Kitisuru,Apartment,35000,0,0,0,0,"KSh 35,000 per month 1bdrm Apartment in Cid, South C for rent New one bedroom apartments in south c for rent with all amenities fixed up call joy for "
Westlands,Kitisuru,Apartment,35000,0,0,0,0,"KSh 35,000 per month 1bdrm Apartment in Cid, South C for rent"
Westlands,Kitisuru,Apartment,65000,0,0,0,0,"5+ years on Jiji  KSh 65,000 per month 2bdrm Apartment in Kileleshwa for rent TO LET @ KSH 75,000 | KILELESHWA
 Modern 2-Bedroom Apartment
 Located in"
Westlands,Kitisuru,Apartment,65000,0,0,0,0,"KSh 65,000 per month 2bdrm Apartment in Kileleshwa for rent TO LET @ KSH 75,000 | KILELESHWA
 Modern 2-Bedroom Apartment
 Located in the heart of Kile"
Westlands,Kitisuru,Apartment,75000,0,0,0,0,"TO LET @ KSH 75,000 | KILELESHWA
 Modern 2-Bedroom Apartment
 Located in the heart of Kileleshwa,... Nairobi, Kileleshwa"
Westlands,Kitisuru,Apartment,75000,0,0,0,0,"TO LET @ KSH 75,000 | KILELESHWA
 Modern 2-Bedroom Apartment
 Located in the heart of Kileleshwa,..."
Westlands,Kitisuru,Apartment,300000,0,0,0,0,"Verified ID  KSh 300,000 per month 4bdrm Apartment in Brookside Drive Area, Westlands for rent 4 Bedroom Fully Furnished Apartment with DSQ to Let – W"
